C.D.S.  -  SIMBAD4 rel 1.8  -  2024.04.27CEST21:49:39,,,,,,,,,,,
,,,,,,,,,,,
PN K,,,,,,,,,,,
----,,,,,,,,,,,
,,,,,,,,,,,
Number of objects : 1,,,,,,,,,,,
,,,,,,,,,,,
 # ,typed ident,            identifier             ,typ,"coord1 (ICRS,J2000/2000)","coord3 (FK4,B1950/1950)","coord4 (Gal,J2000/2000)",       pm       ,   radvel   ,  redshift  ,     cz     ,#not
123,PN K       ,PN K 3-71,PN ,06 13 54.983 +26 52 57.00,06 10 47.415 +26 53 50.97,184.891398 +04.404465,            ~ ~ ,~           ,~           ,~           ,0
124,PN K       ,PN K 3-72,PN ,06 23 54.880 +05 30 12.88,06 21 14.721 +05 31 51.42,204.883688 -03.577608,            ~ ~ ,~           ,~           ,~           ,0
125,PN K       ,PN K 3-73,PN ,20 03 59.953 +49 19 06.15,20 02 32.750 +49 10 32.76,084.023144 +09.506958,            ~ ~ ,~           ,~           ,~           ,0
126,PN K       ,PN Dd 1,PN ,20 08 43.080 +42 30 11.19,20 07 01.106 +42 21 20.64,078.615391 +05.221015,            ~ ~ ,~           ,~           ,~           ,0
127,PN K       ,PN KjPn 2,PN ,20 15 22.19 +40 34 44.6,20 13 35.93 +40 25 29.7,077.68060 +03.12779,            ~ ~ ,~           ,~           ,~           ,0
128,PN K       ,PN K 3-76,PN ,20 25 04.8731243568 +33 34 50.493566064,20 23 06.8693133299 +33 25 01.302501961,073.0059270314852 -02.4293028119635,-3.310 -3.926,~           ,~           ,~           ,0
129,PN K       ,PN Sd 1,PN ,20 29 18.931 +40 15 20.60,20 27 30.135 +40 05 16.09,078.929897 +00.763374,            ~ ~ ,~           ,~           ,~           ,0
130,PN K       ,PN K 3-78,PN ,20 45 22.6885835640 +50 22 39.860086116,20 43 49.4669732964 +50 11 40.598299171,088.7135686654914 +04.6195795426641,0.830 -2.667,~           ,~           ,~           ,0
131,PN K       ,PN K 3-79,PN ,20 53 13.535 +53 45 41.76,20 51 46.053 +53 34 16.78,092.117747 +05.806993,            ~ ~ ,~           ,~           ,~           ,0
132,PN K       ,PN K 3-80,PN ,21 07 39.6753400584 +40 57 52.461420552,21 05 45.5765538106 +40 45 43.856976891,084.0667707712234 -04.4394340475526,-5.556 -8.416,~           ,~           ,~           ,0
133,PN K       ,PN G083.9-08.4,PN ,21 22 15.3740871840 +38 07 15.233840364,21 20 14.9619226572 +37 54 24.273834816,083.9382369672179 -08.4370853696074,-3.676 -4.004,~           ,~           ,~           ,0
134,PN K       ,PN K 3-82,PN ,21 30 51.4752874224 +50 00 08.465774400,21 29 06.0053733276 +49 46 53.733255836,093.3612064724225 -00.9899825436690,-3.606 -3.790,~           ,~           ,~           ,0
135,PN K       ,PN K 3-83,PN ,21 35 43.83 +50 54 16.2,21 33 58.52 +50 40 48.5,094.54295 -00.85143,            ~ ~ ,~           ,~           ,~           ,0
136,PN K       ,PN K 3-84,PN ,21 38 49.0020569208 +46 00 27.693716004,21 36 55.2960628232 +45 46 52.342769074,091.6488008780342 -04.8373669362713,-2.557 -2.184,~           ,~           ,~           ,0
137,PN K       ,PN K 3-85,Em*,22 50 52.3762670112 +59 30 19.154087892,22 48 52.6105378810 +59 14 23.783359577,108.1694517465641 +00.1342798661778,-2.597 -1.650,~           ,~           ,~           ,1
138,PN K       ,PN K 3-86,PN ,22 54 45.22 +54 56 01.3,22 52 38.47 +54 40 00.9,106.62468 -04.20073,            ~ ~ ,~           ,~           ,~           ,0
139,PN K       ,PN K 3-87,PN ,22 55 06.9347561376 +56 42 31.022604684,22 53 01.8914152582 +56 26 30.241923278,107.4422043405985 -02.6237067340901,-1.859 -0.986,~           ,~           ,~           ,0
140,PN K       ,PN K 3-88,PN ,23 12 15.494 +64 39 17.73,23 10 11.331 +64 22 58.36,112.567112 +03.797922,            ~ ~ ,~           ,~           ,~           ,0
141,PN K       ,PN KjPn 8,PN ,23 24 10.472 +60 57 30.75,23 21 55.906 +60 41 01.76,112.538700 -00.140049,            ~ ~ ,~           ,~           ,~           ,0
142,PN K       ,PN K 3-90,PN ,01 24 58.6160331768 +65 38 36.098144520,01 21 32.7534469278 +65 22 59.530265943,126.3844028607819 +02.9966855378419,-2.254 0.368,~           ,~           ,~           ,0
143,PN K       ,PN K 3-91,PN ,01 58 36.2694921336 +66 33 58.497384240,01 54 47.8169087765 +66 19 23.671264117,129.5502087043116 +04.5614288158202,            ~ ~ ,~           ,~           ,~           ,0
144,PN K       ,PN K 3-92,PN ,02 03 41.171 +64 57 37.88,01 59 55.337 +64 43 14.14,130.483821 +03.153450,            ~ ~ ,~           ,~           ,~           ,0
145,PN K       ,PN K 3-93,PN ,02 26 30.015 +65 47 53.09,02 22 29.100 +65 34 23.77,132.473756 +04.703009,            ~ ~ ,~           ,~           ,~           ,0
146,PN K       ,PN K 3-94,PN ,03 36 08.086 +60 03 46.29,03 32 01.379 +59 53 50.59,142.149676 +03.487347,            ~ ~ ,~           ,~           ,~           ,0
147,PN K       ,PN K 4-1,*  ,18 16 32.5775747256 +01 53 02.999676480,18 14 00.9869839815 +01 51 56.490917044,030.6213927186407 +08.6213691813924,-2.562 -5.488,~           ,~           ,~           ,2
148,PN K       ,PN K 4-2,Mi*,18 32 15.1613553984 +07 14 05.297206740,18 29 49.7746065881 +07 11 50.281215536,037.2277753603334 +07.5416781095450,-3.755 -6.611,~           ,~           ,~           ,2
149,PN K       ,PN K 4-3,LP?,18 33 49.5862349112 +05 53 07.097305344,18 31 22.6088042410 +05 50 45.357945977,036.1887237218984 +06.5874017652129,-2.793 -7.300,-81.45,-0.000272,-81.44,2
150,PN K       ,PN K 4-4,*  ,18 44 10.4992918200 +06 46 55.108071120,18 41 44.5034789094 +06 43 48.587662270,038.1564466738675 +04.6949091508694,-2.749 -5.127,~           ,~           ,~           ,2
151,PN K       ,PN K 4-5,PN ,18 45 36.655 -06 18 40.08,18 42 55.590 -06 21 52.48,026.651322 -01.583668,            ~ ~ ,~           ,~           ,~           ,0
152,PN K       ,[KW97] 35-4,TT*,18 48 18.922 +01 43 06.64,18 45 47.070 +01 39 42.31,034.105837 +01.478083,            ~ ~ ,~           ,~           ,~           ,1
153,PN K       ,EM* AS 323,Sy*,18 48 35.6762506560 -06 41 10.442596488,18 45 54.2042850375 -06 44 35.403946851,026.6547301823261 -02.4143051698747,-2.967 -4.330,~           ,~           ,~           ,1
154,PN K       ,PN K 4-8,PN ,18 54 20.0197786200 -08 47 33.234394848,18 51 36.1404775879 -08 51 22.827283781,025.4175099728445 -04.6353119136661,            ~ ~ ,-91.60,-0.000305,-91.59,0
155,PN K       ,PN K 4-9,*  ,18 53 41.1714084912 +28 32 12.473717136,18 51 42.6813049264 +28 28 23.198055894,058.9656336541207 +12.1319666669811,9.553 16.799,~           ,~           ,~           ,1
156,PN K       ,PN K 4-10,PN ,18 59 03.7591234632 +20 37 01.120490616,18 56 54.2799476276 +20 32 50.450293752,052.2315027164729 +07.6344757963671,-3.268 -4.161,~           ,~           ,~           ,0
157,PN K       ,PN K 4-11,*  ,19 03 33.9693498840 +08 44 24.259227648,19 01 10.0399740255 +08 39 54.595010629,042.0875069362887 +01.3040877958529,-0.419 5.428,~           ,~           ,~           ,2
158,PN K       ,EM* AS 338,Sy*,19 03 46.8372052248 +16 26 16.971438912,19 01 31.9996132590 +16 21 46.712122191,048.9741011541411 +04.7658790809064,-2.699 -7.038,~           ,~           ,~           ,2
159,PN K       ,PN K 4-13,LP?,19 04 11.2111077168 +10 10 46.569811944,19 01 48.9360931330 +10 06 14.650803451,043.4378597340074 +01.8271529147763,-1.032 -2.891,~           ,~           ,~           ,2
160,PN K       ,V* V1561 Aql,Mi*,19 04 39.5533145688 +01 22 17.881625280,19 02 07.2863511455 +01 17 44.268961982,035.6617134455984 -02.3144746098316,-5.499 -1.862,~           ,~           ,~           ,2
161,PN K       ,PN K 4-15,*  ,19 04 54.2636156232 +00 20 23.784461880,19 02 20.8361050546 +00 15 49.298316779,034.7712559988466 -02.8406328309342,-4.703 -4.212,113.41,0.000378,113.43,2
162,PN K       ,PN K 4-16,PN ,19 04 51.5055791208 +15 47 39.125257584,19 02 35.8466271380 +15 43 04.100745790,048.5161517460394 +04.2432662652685,1.216 -1.855,~           ,~           ,~           ,0
163,PN K       ,PN K 4-17,PN?,19 09 24.5 -01 09 05,19 06 49.4 -01 13 59,033.9566 -04.5231,            ~ ~ ,~           ,~           ,~           ,1
164,PN K       ,IRAS 19096+0232,LP*,19 12 09.1163937648 +02 37 57.117637452,19 09 38.2140533497 +02 32 52.099522636,037.6432261637634 -03.3997045651690,-0.035 -2.060,~           ,~           ,~           ,1
165,PN K       ,PN K 4-19,PN ,19 13 22.6022844000 +03 25 00.209394048,19 10 52.5735504926 +03 19 50.160321139,038.4815619437046 -03.3099938860412,-2.248 -3.989,~           ,~           ,~           ,0
166,PN K       ,PN K 4-20,*  ,19 13 31.6239689592 +07 27 21.817929924,19 11 06.1076182242 +07 22 10.823617949,042.0838253605284 -01.4755813920685,-0.395 -0.651,~           ,~           ,~           ,1
167,PN K       ,HaroChavira 58,Mi*,19 14 30.3865951992 +10 50 45.627073728,19 12 08.7076960386 +10 45 30.587509596,045.1991120700095 -00.1163639461210,-0.369 -3.718,~           ,~           ,~           ,1
168,PN K       ,PN K 4-22,LP*,19 17 48.2491934952 +02 49 14.549359080,19 15 17.5433405258 +02 43 46.428995527,038.4628019716665 -04.5655383249499,-4.742 -9.146,~           ,~           ,~           ,2
169,PN K       ,PN K 4-23,LP*,19 18 34.7511883080 +14 59 51.238759704,19 16 17.8091088874 +14 54 19.247870106,049.3346216230058 +00.9413383851617,-1.777 -4.981,~           ,~           ,~           ,2
170,PN K       ,PN K 4-24,LP?,19 21 14.8193455128 +14 06 10.519193736,19 18 56.7594433833 +14 00 27.465713044,048.8472969865426 -00.0484397458707,-1.629 -2.648,~           ,~           ,~           ,2
171,PN K       ,PN K 4-25,Mi*,19 22 25.0082117640 +00 12 38.826790884,19 19 51.4103195905 +00 06 51.657852255,036.6690753196275 -06.7914720513434,-1.726 -6.020,~           ,~           ,~           ,2
172,PN K       ,V* V850 Aql,Sy*,19 23 34.6735036344 +00 37 58.529238492,19 21 01.5388258957 +00 32 06.498003610,037.1810578497785 -06.8549429479523,-2.738 -4.250,~           ,~           ,~           ,0
173,PN K       ,V* V976 Aql,Mi*,19 30 18.5479939776 +11 23 35.310411420,19 27 57.1656482290 +11 17 15.459201072,047.5083761014583 -03.2785847322312,0.084 -3.585,~           ,~           ,~           ,1
174,PN K       ,PN K 4-28,PN ,19 30 16.668 +14 47 21.84,19 27 59.148 +14 41 01.81,050.489731 -01.646663,            ~ ~ ,~           ,~           ,~           ,0
175,PN K       ,PN K 4-29,Mi*,19 30 38.8271292792 +23 03 34.477896924,19 28 31.2889720588 +22 57 12.907688272,057.7885243577225 +02.2460242678245,-3.783 -5.603,~           ,~           ,~           ,1
176,PN K       ,PN K 4-30,PN?,19 33 09.0268479960 +22 58 33.635989200,19 31 01.2577991733 +22 52 01.864120982,057.9924921863116 +01.7008526655730,-2.732 -3.362,~           ,~           ,~           ,0
177,PN K       ,V* V998 Aql,Mi*,19 37 04.6896678024 +13 41 12.813199260,19 34 45.7193097268 +13 34 25.824752622,050.3191283763456 -03.6219686394887,-2.216 -6.789,~           ,~           ,~           ,1
178,PN K       ,[AHB74] Red 22,LP*,19 42 07.8804138144 +24 30 01.958745240,19 40 01.5724432857 +24 22 54.482133509,060.3281560346382 +00.6544484543737,-3.689 -6.827,~           ,~           ,~           ,1
179,PN K       ,PN K 4-33,LP?,19 45 43.3562568552 +28 38 07.829754216,19 43 42.2473700146 +28 30 46.052049284,064.3143732794396 +02.0189027691146,-4.456 -7.022,-8.01,-0.000027,-8.01,2
180,PN K       ,PN K 4-34,LP*,19 46 26.0055774984 +17 01 02.399953116,19 44 10.4950226111 +16 53 38.218344506,054.3368710875450 -03.9456890209957,-3.627 -5.647,~           ,~           ,~           ,2
181,PN K       ,PN K 4-35,Mi*,19 48 53.3837904600 +20 07 07.729001184,19 46 41.3560823985 +19 59 33.812091386,057.3168214917073 -02.8922853029747,-2.784 -5.120,~           ,~           ,~           ,2
182,PN K       ,PN K 4-36,LP*,19 49 33.8937813072 +05 18 39.850340220,19 47 05.5904164254 +05 11 03.874028057,044.4435950685728 -10.3783028026708,-4.036 -6.464,~           ,~           ,~           ,2
183,PN K       ,PN K 4-37,PN ,19 51 00.6009539040 +31 02 28.885506504,19 49 02.4057924530 +30 54 46.284267782,066.9717688983705 +02.2435518232094,-3.035 -4.910,~           ,~           ,~           ,0
184,PN K       ,PN K 4-38,LP*,19 51 21.0600062496 +19 57 33.242974200,19 49 08.7238255800 +19 49 49.797316153,057.4721855942621 -03.4715621654796,-2.671 -5.698,~           ,~           ,~           ,1
185,PN K       ,PN K 4-39,*  ,19 53 05.7562221888 +23 13 36.026407668,19 50 57.2154757130 +23 05 45.610610277,060.4926456039054 -02.1525418048458,-1.275 -3.631,~           ,~           ,~           ,2
186,PN K       ,IRAS 19521+2449,Mi*,19 54 15.0946177200 +24 57 51.621758208,19 52 08.6114478416 +24 49 56.425914728,062.1196090068049 -01.4856709615959,1.859 1.611,~           ,~           ,~           ,1
187,PN K       ,PN K 4-41,PN ,19 56 34.027 +32 22 12.96,19 54 37.227 +32 14 08.66,068.720314 +01.912732,            ~ ~ ,~           ,~           ,~           ,0
188,PN K       ,PN K 4-42,LP*,20 06 40.7182142520 +25 00 11.497213584,20 04 33.4560205242 +24 51 29.483917951,063.6340779219626 -03.8611803172609,-2.994 -3.996,~           ,~           ,~           ,2
189,PN K       ,PN K 4-43,PN?,20 28 08.674 +22 51 08.41,20 25 57.360 +22 41 08.61,064.558327 -09.137337,            ~ ~ ,~           ,~           ,~           ,1
190,PN K       ,PN K 4-44,PoC,21 00 30.7216645704 +54 32 46.294343088,20 59 03.1043491255 +54 20 58.417056142,093.4118337045935 +05.4988353131622,            ~ ~ ,~           ,~           ,~           ,1
191,PN K       ,PN K 4-45,Y*O,21 35 21.061 +53 47 11.21,21 33 41.164 +53 33 44.37,096.435263 +01.323109,            ~ ~ ,~           ,~           ,~           ,2
192,PN K       ,V* LL Cas                          ,Mi*,23 09 20.1645569592 +54 44 50.045781480,23 07 07.4665149568 +54 28 33.528383449,108.4688309106569 -05.2318262790202,-1.466 -0.651,~           ,~           ,~           ,2
193,PN K       ,PN K 4-47,PN ,04 20 45.2219082336 +56 18 12.115113336,04 16 41.1253898071 +56 11 03.610166112,149.0656440031580 +04.4518579628403,            ~ ~ ,~           ,~           ,~           ,0
194,PN K       ,PN K 4-48,PN ,06 39 55.842 +11 06 30.34,06 37 09.144 +11 09 18.05,201.738878 +02.523110,            ~ ~ ,~           ,~           ,~           ,0
195,PN K       ,PN K 4-50,PN ,06 47 04.1740638480 +04 37 17.702245272,06 44 25.1126795600 +04 40 36.370897390,208.3210238469041 +01.1364328910786,-0.182 0.075,~           ,~           ,~           ,0
196,PN K       ,EM* AS 389,Em*,20 12 24.0202254000 +40 45 29.436703596,20 10 38.4666899601 +40 36 25.756193135,077.5195229271378 +03.6963775259650,0.651 -7.048,~           ,~           ,~           ,0
197,PN K       ,PN KjPn 3,PN?,20 17 15.4626454992 +38 50 23.792723448,20 15 26.1115041701 +38 41 02.334490871,076.4374107881543 +01.8574429333422,-0.560 -3.514,~           ,~           ,~           ,0
198,PN K       ,PN K 4-53,PN ,20 42 16.744 +37 40 25.58,20 40 22.163 +37 29 37.01,078.379263 -02.801663,            ~ ~ ,~           ,~           ,~           ,0
199,PN K       ,PN K 4-54,LP*,20 42 53.2835158464 +45 56 31.121420892,20 41 11.8449982400 +45 45 40.430716363,084.9635662749652 +02.2035089840358,-3.179 -5.024,~           ,~           ,~           ,2
200,PN K       ,PN K 4-55,PN ,20 45 10.021 +44 39 14.58,20 43 25.842 +44 28 16.17,084.200360 +01.091142,            ~ ~ ,~           ,~           ,~           ,0
201,PN K       ,EM* UHA 78,Em*,20 55 44.3119412496 +46 33 13.176844272,20 54 01.3485257288 +46 21 40.752000057,086.8419498956001 +00.8680673028905,-2.237 -2.886,~           ,~           ,~           ,1
202,PN K       ,PN K 4-57,PN ,22 48 34.3251773808 +58 29 08.268148248,22 46 34.2528883026 +58 13 15.960491669,107.4453269344680 -00.6423791880825,-1.952 -1.349,~           ,~           ,~           ,0
203,PN K       ,PN KjPn 6,PN ,22 49 02.1772528824 +67 01 38.252539812,22 47 16.6966683345 +66 45 45.131915011,111.3865405288630 +06.9404500268063,-1.251 -0.474,~           ,~           ,~           ,0
204,PN K       ,PN K 4-59,Em*,01 30 33.0775405464 +60 31 19.497646524,01 27 14.8313023923 +60 15 52.148903960,127.7288847715161 -01.9848586684179,3.197 -3.493,~           ,~           ,~           ,2
205,PN K       ,IRAS 02044+6031,Y*O,02 08 05.0355540072 +60 46 00.603102324,02 04 29.0999115508 +60 31 46.926716903,132.1568056277666 -00.7247627037500,-1.734 0.388,~           ,~           ,~           ,1
206,PN K       ,PN K 5-1,PN ,17 29 52.3627254360 -26 11 13.611944904,17 26 46.0731009361 -26 08 55.322048809,000.4575877284501 +04.4185350714993,-3.123 -2.963,~           ,~           ,~           ,1
207,PN K       ,PN Al 2-E,PN ,17 30 14.4363597912 -27 30 20.385097740,17 27 06.2144953260 -27 28 03.764446442,359.3969176919706 +03.6274364101448,            ~ ~ ,-49,-0.000163,-49.00,0
208,PN K       ,PN K 5-3,PN ,17 30 41.198 -23 45 00.40,17 27 38.307 -23 42 45.91,002.608646 +05.593845,            ~ ~ ,~           ,~           ,~           ,0
209,PN K       ,WRAY 16-286,PN ,17 33 00.67 -36 43 51.8,17 29 37.45 -36 41 46.6,351.99247 -01.91148,            ~ ~ ,~           ,~           ,~           ,0
210,PN K       ,PN G001.5+03.6,PN ,17 35 22.074 -25 42 46.48,17 32 16.348 -25 40 52.20,001.528896 +03.638311,            ~ ~ ,~           ,~           ,~           ,0
211,PN K       ,PN K 5-6,PN ,17 35 31.28 -23 11 48.8,17 32 29.07 -23 09 55.3,003.67700 +04.95868,            ~ ~ ,~           ,~           ,~           ,0
212,PN K       ,PN G003.1+04.1,PN ,17 37 20.167 -24 03 27.84,17 34 16.741 -24 01 42.20,003.169625 +04.147496,            ~ ~ ,~           ,~           ,~           ,0
213,PN K       ,PN K 5-8,Sy*,17 39 17.1500502264 -35 46 59.308763160,17 35 55.4778153823 -35 45 21.122824031,353.4730352517743 -02.4678934025578,-4.794 -7.055,~           ,~           ,~           ,0
214,PN K       ,PN RPZM 30,PN ,17 40 30.5 -33 29 57,17 37 12.7 -33 28 25,355.5434 -01.4686,            ~ ~ ,~           ,~           ,~           ,0
215,PN K       ,PN G001.9+02.3,PN ,17 41 24.52 -26 03 53.4,17 38 18.20 -26 02 25.4,001.95541 +02.30104,            ~ ~ ,~           ,~           ,~           ,0
216,PN K       ,PN G002.3+02.2,PN ,17 42 30.10 -25 45 28.7,17 39 24.20 -25 44 05.5,002.34602 +02.25373,            ~ ~ ,~           ,~           ,~           ,1
217,PN K       ,PN G353.5-03.3,PN?,17 42 50.65 -36 13 35.2,17 39 28.10 -36 12 12.8,353.47622 -03.31311,            ~ ~ ,~           ,~           ,~           ,0
218,PN K       ,Terz N 1580,PN ,17 43 39.442 -25 36 42.51,17 40 33.742 -25 35 24.32,002.607248 +02.108754,            ~ ~ ,~           ,~           ,~           ,0
219,PN K       ,PN PBOZ 11,PN ,17 44 32.586 -24 13 28.12,17 41 28.837 -24 12 13.87,003.896137 +02.662531,            ~ ~ ,~           ,~           ,~           ,0
220,PN K       ,PN G002.6+01.7,CV*,17 45 08.6 -25 44 01,17 42 02.7 -25 42 49,002.6784 +01.7596,            ~ ~ ,~           ,~           ,~           ,0
221,PN K       ,Terz N 1567,PN ,17 45 28.311 -25 38 10.41,17 42 22.555 -25 37 00.13,002.800099 +01.747182,            ~ ~ ,~           ,~           ,~           ,0
222,PN K       ,PN PBOZ 16,PN ,17 47 31.930 -24 13 07.05,17 44 28.160 -24 12 05.84,004.255189 +02.083088,            ~ ~ ,~           ,~           ,~           ,0
223,PN K       ,PN G355.0-03.7,PN ,17 48 29.600 -35 05 30.14,17 45 08.960 -35 04 32.49,355.044310 -03.706233,            ~ ~ ,~           ,~           ,~           ,0
224,PN K       ,PN G005.1+02.0,PN ,17 49 51.282 -23 27 44.27,17 46 48.546 -23 26 53.24,005.177579 +02.016999,            ~ ~ ,~           ,~           ,~           ,0
225,PN K       ,PN G356.8-03.0,PN ,17 50 10.734 -33 14 17.97,17 46 53.227 -33 13 27.80,356.817975 -03.056882,            ~ ~ ,~           ,~           ,~           ,0
226,PN K       ,GSC2 S222211017100,Em*,17 02 35.010 -30 19 14.80,16 59 23.492 -30 14 59.50,353.588140 +06.957206,            ~ ~ ,~           ,~           ,~           ,0
227,PN K       ,PN K 5-22,PN ,17 06 11.24 -31 18 02.4,17 02 58.06 -31 14 02.3,353.26741 +05.75002,            ~ ~ ,~           ,~           ,~           ,0
228,PN K       ,PN K 5-23,PN ,17 08 34.2002418888 -35 48 06.777303948,17 05 13.5656928378 -35 44 16.547781427,349.9441972780094 +02.6636736167370,            ~ ~ ,~           ,~           ,~           ,0
229,PN K       ,PN K 5-24,PN ,17 09 04.29 -35 05 18.2,17 05 44.85 -35 01 30.2,350.57892 +03.00663,            ~ ~ ,~           ,~           ,~           ,0
230,PN K       ,PN K 5-25,PN ,17 09 25.71 -24 43 16.2,17 06 22.00 -24 39 30.3,359.05074 +09.05438,            ~ ~ ,~           ,~           ,~           ,0
231,PN K       ,PN K 5-26,PN ,17 15 00.06 -34 17 38.6,17 11 41.69 -34 14 15.9,351.93997 +02.48865,            ~ ~ ,~           ,~           ,~           ,0
232,PN K       ,PN K 5-27,PN ,17 15 50.04 -22 30 00.6,17 12 49.17 -22 26 42.1,001.74543 +09.12785,            ~ ~ ,~           ,~           ,~           ,0
233,PN K       ,PN K 5-28,PN ,17 16 14.2662584376 -30 55 36.432844608,17 13 01.2879542666 -30 52 18.921567895,354.8395769548450 +04.2287836731405,-3.101 -6.633,~           ,~           ,~           ,0
234,PN K       ,PN K 5-29,PN ,17 17 02.88 -31 29 30.6,17 13 48.98 -31 26 16.9,354.47701 +03.76137,            ~ ~ ,~           ,~           ,~           ,0
235,PN K       ,PN K 5-30,PN ,17 19 26.2485538481 -22 48 11.416784891,17 16 24.8997922190 -22 45 08.375799987,001.9663424609098 +08.2703514797315,-5.070 -0.739,~           ,~           ,~           ,0
236,PN K       ,PN K 5-31,PN ,17 22 12.99 -29 52 37.1,17 19 01.42 -29 49 45.7,356.44144 +03.77002,            ~ ~ ,~           ,~           ,~           ,0
237,PN K       ,PN K 5-32,PN ,17 41 59.84 -23 33 57.2,17 38 57.04 -23 32 31.9,004.15322 +03.50303,            ~ ~ ,~           ,~           ,~           ,0
238,PN K       ,PN PBOZ 10,PN ,17 44 29.9428526952 -27 20 40.394660856,17 41 21.7081703102 -27 19 25.748842924,001.2286923443770 +01.0415371129757,2.528 -0.621,~           ,~           ,~           ,0
239,PN K       ,PN K 5-34,PN ,17 52 23.07 -35 04 17.4,17 49 02.42 -35 03 36.8,355.46792 -04.38120,            ~ ~ ,~           ,~           ,~           ,0
240,PN K       ,2MASS J17541883-2736357,Y*?,17 54 18.8409159912 -27 36 35.808300792,17 51 10.1353642245 -27 36 04.074392269,002.1208502338130 -00.9618327068473,-0.061 0.657,~           ,~           ,~           ,1
241,PN K       ,PN K 5-36,PN ,17 57 00.57 -36 15 18.0,17 53 37.80 -36 14 57.5,354.90978 -05.78619,            ~ ~ ,~           ,~           ,~           ,0
242,PN K       ,PN G356.2-05.1,PN ,17 57 15.66 -34 47 34.4,17 53 55.46 -34 47 15.1,356.21163 -05.10732,            ~ ~ ,~           ,~           ,~           ,0
243,PN K       ,PN K 5-38,PN ,18 00 04.34 -37 17 02.0,17 56 39.68 -37 16 54.8,354.30989 -06.82508,            ~ ~ ,~           ,~           ,~           ,0
244,PN K       ,PN K 5-39,PN ,18 05 14.53 -36 55 50.4,18 01 50.52 -36 56 05.9,355.12163 -07.55897,            ~ ~ ,~           ,~           ,~           ,0
245,PN K       ,PN HDW 8,PN ,17 31 47.3 -28 42 04,17 28 37.3 -28 39 54,358.5819 +02.6877,            ~ ~ ,~           ,~           ,~           ,1
246,PN K       ,PN K 6-2,PN ,17 33 50.871 -30 42 36.75,17 30 37.715 -30 40 35.59,357.139592 +01.218297,            ~ ~ ,~           ,~           ,~           ,0
247,PN K       ,PN G353.8-01.2,PN ,17 35 27.36 -34 47 41.5,17 32 07.48 -34 45 47.1,353.88904 -01.27854,            ~ ~ ,~           ,~           ,~           ,0
248,PN K       ,PN K 6-4,PN ,17 37 42.929 -27 49 09.55,17 34 34.100 -27 47 25.36,000.030360 +02.066185,            ~ ~ ,~           ,~           ,~           ,0
249,PN K       ,PN G354.6-01.7,PN ,17 38 54.316 -34 27 39.30,17 35 34.925 -34 25 59.89,354.551710 -01.698252,            ~ ~ ,~           ,~           ,~           ,0
250,PN K       ,WR 99,WR*,17 39 18.2709399528 -28 15 08.437669884,17 36 08.7862344819 -28 13 30.999841648,359.8511564102594 +01.5385712214067,-3.915 -2.823,~           ,~           ,~           ,0
251,PN K       ,PN G000.5+01.9,PN ,17 39 31.219 -27 27 46.77,17 36 22.888 -27 26 10.46,000.545257 +01.918066,            ~ ~ ,~           ,~           ,~           ,0
252,PN K       ,PN G000.2+01.7,PN ,17 39 39.253 -27 47 23.56,17 36 30.437 -27 45 47.81,000.284006 +01.719192,            ~ ~ ,~           ,~           ,~           ,0
253,PN K       ,PN G355.4-01.4,PN ,17 40 00.347 -33 35 32.29,17 36 42.401 -33 33 57.73,355.408840 -01.429257,            ~ ~ ,~           ,~           ,~           ,0
254,PN K       ,PN K 6-10,PN ,17 43 16.950 -26 44 17.54,17 40 09.628 -26 42 57.65,001.603412 +01.589896,            ~ ~ ,~           ,~           ,~           ,0
255,PN K       ,PN K 6-11,PN ,17 44 35.434 -36 14 01.67,17 41 12.839 -36 12 46.92,353.654097 -03.617348,            ~ ~ ,~           ,~           ,~           ,0
256,PN K       ,PN K 6-12,PN ,17 47 17.8 -33 15 39,17 44 00.3 -33 14 36,356.4887 -02.5515,            ~ ~ ,~           ,~           ,~           ,0
257,PN K       ,PN G353.4-04.5,PN ,17 48 01.1359272984 -36 50 09.266662320,17 44 37.4171790345 -36 49 09.069260404,353.4935256199875 -04.5179771246297,-3.393 -7.321,~           ,~           ,~           ,0
258,PN K       ,PN G003.9+01.6,PN ,17 48 28.465 -24 41 25.07,17 45 24.024 -24 40 27.95,003.961663 +01.656018,            ~ ~ ,~           ,~           ,~           ,0
259,PN K       ,PN RPZM 43,PN ,17 51 48.829 -30 02 32.35,17 48 36.446 -30 01 49.52,359.746652 -01.725100,            ~ ~ ,~           ,~           ,~           ,0
260,PN K       ,PN G358.6-02.4,PN ,17 52 00.342 -31 17 49.92,17 48 45.981 -31 17 07.85,358.686893 -02.399493,            ~ ~ ,~           ,~           ,~           ,0
261,PN K       ,PN G001.5-00.7,PN ,17 52 08.717 -28 02 16.56,17 48 59.388 -28 01 35.29,001.508615 -00.766019,            ~ ~ ,~           ,~           ,~           ,0
262,PN K       ,PN K 6-18,PN ,17 07 28.60 -36 23 44.5,17 04 06.99 -36 19 49.6,349.33551 +02.48582,            ~ ~ ,~           ,~           ,~           ,0
263,PN K       ,PN K 6-19,PN ,17 07 19.85 -24 49 13.6,17 04 16.07 -24 45 18.7,358.68752 +09.38308,            ~ ~ ,~           ,~           ,~           ,0
264,PN K       ,PN K 6-20,PN ,17 08 44.96 -27 31 04.2,17 05 37.33 -27 27 15.2,356.66784 +07.54276,            ~ ~ ,~           ,~           ,~           ,1
