C.D.S.  -  SIMBAD4 rel 1.8  -  2024.04.27CEST21:47:20,,,,,,,,,,,
,,,,,,,,,,,
PN M,,,,,,,,,,,
----,,,,,,,,,,,
,,,,,,,,,,,
Number of objects : 1,,,,,,,,,,,
,,,,,,,,,,,
 # ,typed ident,            identifier             ,typ,"coord1 (ICRS,J2000/2000)","coord3 (FK4,B1950/1950)","coord4 (Gal,J2000/2000)",       pm       ,  radvel   ,  redshift  ,    cz     ,#not
132,PN M       ,PN G097.6-02.4,PN ,21 57 41.7846489624 +51 41 39.289876548,21 55 51.1452155594 +51 27 18.717306540,097.6821630185125 -02.4516061709356,-1.415 -1.529,~          ,~           ,~          ,0
133,PN M       ,PN M 2-51,PN ,22 16 03.890 +57 28 33.75,22 14 16.162 +57 13 34.75,103.223440 +00.674990,            ~ ~ ,~          ,~           ,~          ,0
134,PN M       ,PN M 2-52,PN ,22 20 30.77976 +57 36 21.2184,22 18 41.45278 +57 21 13.8289,103.79294222 +00.45418246,            ~ ~ ,~          ,~           ,~          ,1
135,PN M       ,PN M 2-53,PN ,22 32 17.720 +56 10 26.12,22 30 21.382 +55 54 58.18,104.407303 -01.609953,            ~ ~ ,~          ,~           ,~          ,0
136,PN M       ,LS III +51 42,Em*,22 51 38.9171619360 +51 50 42.440834364,22 49 30.4003206072 +51 34 46.102630428,104.8385191378361 -06.7683295269199,-1.756 -1.227,~          ,~           ,~          ,1
137,PN M       ,PN M 2-55,PN ,23 31 52.708 +70 22 10.11,23 29 42.559 +70 05 36.28,116.295184 +08.529719,            ~ ~ ,~          ,~           ,~          ,0
138,PN M       ,PN M 2-56,pA*,23 56 36.4049726352 +70 48 18.246610008,23 54 06.4919619402 +70 31 36.505409813,118.4146375251556 +08.4157571699193,            ~ ~ ,~          ,~           ,~          ,0
139,PN M       ,PN M 3-1,PN ,07 02 49.9034289668 -31 35 29.173259232,07 00 55.7219529248 -31 31 01.965241113,242.6455851261009 -11.6070170672277,-1.171 1.949,~          ,~           ,~          ,0
140,PN M       ,PN M 3-2,PN ,07 14 49.9223169552 -27 50 23.233595640,07 12 49.6022141771 -27 45 06.039272024,240.3700119002891 -07.6286808808744,-0.729 1.870,~          ,~           ,~          ,0
141,PN M       ,PN M 3-3,PN ,07 26 34.228 -05 21 52.16,07 24 06.280 -05 15 47.57,221.743577 +05.317288,            ~ ~ ,~          ,~           ,~          ,0
142,PN M       ,PN M 3-4,PN ,07 55 11.3981083632 -23 38 12.606279540,07 53 03.2762445157 -23 30 13.939621065,241.0919288937620 +02.3534606204952,-0.727 0.682,25.0,0.000083,25.00,1
143,PN M       ,PN M 3-5,PN ,08 02 28.95456 -27 41 55.1976,08 00 25.39632 -27 33 28.5691,245.41567693 +01.62902896,            ~ ~ ,~          ,~           ,~          ,1
144,PN M       ,PN M 3-6,PN ,08 40 40.2260788368 -32 22 33.595889196,08 38 38.8731646128 -32 11 50.650137910,253.9711445352273 +05.7776244280551,-0.130 3.914,31.1,0.000104,31.10,0
145,PN M       ,PN M 3-7,PN ,17 24 34.4529856560 -29 24 19.796240052,17 21 23.5557043382 -29 21 38.519423829,357.1208140130793 +03.6116189824912,-5.186 -0.968,-208,-0.000694,-207.93,0
146,PN M       ,PN M 3-8,PN ,17 24 52.15 -28 05 54.6,17 21 43.18 -28 03 14.7,358.24316 +04.28894,            ~ ~ ,86,0.000287,86.01,0
147,PN M       ,PN M 3-9,PN ,17 25 43.3720063152 -26 11 55.407448140,17 22 37.1535875659 -26 09 19.144549769,359.9328295580658 +05.1888079287515,-2.273 -3.397,-77,-0.000257,-76.99,0
148,PN M       ,PN M 3-10,PN ,17 27 20.19 -28 27 51.2,17 24 10.62 -28 25 22.0,358.24142 +03.63410,            ~ ~ ,-102,-0.000340,-101.98,0
149,PN M       ,PN M 3-11,PN ,17 35 21.4316949768 -20 57 23.430911652,17 32 22.2602684142 -20 55 29.229650867,005.5599079504200 +06.1870855306844,-3.884 -2.473,~          ,~           ,~          ,0
150,PN M       ,PN M 3-12,PN ,17 36 22.634 -21 31 12.22,17 33 22.683 -21 29 22.55,005.207434 +05.685908,            ~ ~ ,17,0.000057,17.00,0
151,PN M       ,PN M 3-13,PN ,17 41 36.6034059352 -22 13 02.932779702,17 38 35.6627254856 -22 11 35.823460175,005.2567224534636 +04.2866560111545,-3.871 -3.492,132,0.000440,132.03,0
152,PN M       ,PN M 3-14,PN ,17 44 20.62 -34 06 40.6,17 41 01.72 -34 05 24.9,355.44188 -02.46818,            ~ ~ ,~          ,~           ,~          ,0
153,PN M       ,PN M 3-15,PN ,17 45 31.7096699160 -20 58 01.493896440,17 42 32.3925603390 -20 56 51.539976509,006.8027536290192 +04.1606385695914,1.437 -3.300,92,0.000307,92.01,1
154,PN M       ,PN M 3-16,PN ,17 52 46.0471623240 -30 49 35.021065800,17 49 32.4323125050 -30 48 55.876746652,359.1757010374726 -02.3008148178756,-1.071 -8.678,~          ,~           ,~          ,0
155,PN M       ,PN M 3-17,PN ,17 56 25.65 -31 04 17.2,17 53 11.62 -31 03 54.5,359.35974 -03.10210,            ~ ~ ,~          ,~           ,~          ,0
156,PN M       ,Ve 3-61,Sy*,17 57 16.0073137848 -21 41 29.107661424,17 54 15.6431659094 -21 41 10.605860950,007.5722911418216 +01.4392317421301,3.098 0.849,~          ,~           ,~          ,2
157,PN M       ,PN M 3-19,PN ,17 58 19.36 -30 00 39.3,17 55 06.99 -30 00 24.9,000.48395 -02.92637,            ~ ~ ,~          ,~           ,~          ,0
158,PN M       ,PN M 3-20,PN ,17 59 19.35 -28 13 48.2,17 56 09.70 -28 13 38.3,002.13918 -02.23000,            ~ ~ ,~          ,~           ,~          ,0
159,PN M       ,PN M 3-21,PN ,18 02 32.33 -36 39 11.3,17 59 08.82 -36 39 15.0,355.10603 -06.95095,            ~ ~ ,-69.0,-0.000230,-68.99,1
160,PN M       ,PN M 3-22,PN ,18 02 19.238 -30 14 25.38,17 59 06.501 -30 14 28.48,000.711931 -03.791354,            ~ ~ ,-77,-0.000257,-76.99,0
161,PN M       ,PN M 3-23,PN ,18 07 06.16 -30 34 17.8,18 03 52.91 -30 34 41.8,000.92398 -04.85348,            ~ ~ ,-155,-0.000517,-154.96,0
162,PN M       ,PN M 3-24,PN ,18 07 53.92 -25 24 02.7,18 04 48.41 -25 24 30.5,005.54607 -02.50912,            ~ ~ ,~          ,~           ,~          ,0
163,PN M       ,PN M 3-25,PN ,18 15 16.967 -10 10 09.47,18 12 31.212 -10 11 10.23,019.751563 +03.274286,            ~ ~ ,~          ,~           ,~          ,0
164,PN M       ,PN M 3-26,PN ,18 16 11.44 -27 14 58.3,18 13 03.30 -27 16 02.2,004.80627 -05.02402,            ~ ~ ,5,0.000017,5.00,0
165,PN M       ,PN M 3-27,PN ,18 27 48.2638650624 +14 29 06.066648996,18 25 31.6167520052 +14 27 10.053623458,043.3553768234468 +11.6981258746030,-3.038 -7.084,~          ,~           ,~          ,0
166,PN M       ,PN M 3-28,PN ,18 32 41.288 -10 05 50.03,18 29 55.696 -10 08 06.53,021.820097 -00.477808,            ~ ~ ,~          ,~           ,~          ,0
167,PN M       ,PN M 3-29,PN ,18 39 25.8182649336 -30 40 37.222765752,18 36 12.9097037578 -30 43 21.474200663,004.0072802299647 -11.1020166807816,-2.747 -8.090,39,0.000130,39.00,0
168,PN M       ,PN M 3-30,PN ,18 41 14.938 -15 33 43.58,18 38 22.798 -15 36 36.83,017.908619 -04.831683,            ~ ~ ,51,0.000170,51.00,0
169,PN M       ,PN M 3-31,PN ,18 44 01.7726196096 -19 54 52.743903912,18 41 04.1652374335 -19 57 57.759683311,014.2905141365094 -07.3698245827634,            ~ ~ ,-95,-0.000317,-94.98,0
170,PN M       ,PN M 3-32,PN ,18 44 43.03 -25 21 34.8,18 41 38.10 -25 24 42.5,009.40425 -09.88767,            ~ ~ ,-41.882500,-0.000140,-41.88,0
171,PN M       ,PN M 3-33,PN ,18 48 12.1403633760 -25 28 52.423742352,18 45 07.1488083564 -25 32 14.798497277,009.6340109508553 -10.6511700626524,-4.780 -5.648,176,0.000587,176.05,0
172,PN M       ,PN M 3-34,PN ,19 27 01.8981450048 -06 35 04.739628516,19 24 20.8902151554 -06 41 10.701425340,031.0651620237573 -10.8971345151904,-2.862 -2.439,~          ,~           ,~          ,1
173,PN M       ,PN M 3-35,PN ,20 21 03.7631843136 +32 29 24.005231700,20 19 04.7237353460 +32 19 49.193985124,071.6283834707975 -02.3617538067289,-0.732 -4.949,~          ,~           ,~          ,0
174,PN M       ,PN M 3-36,PN ,17 12 39.1651407264 -25 43 37.502399244,17 09 33.9706295477 -25 40 05.040858862,358.6494160883466 +07.8770863843252,-3.240 -4.442,6,0.000020,6.00,0
175,PN M       ,PN M 3-37,PN ,17 19 13.386 -25 17 17.55,17 16 08.609 -25 14 13.50,359.866845 +06.911288,            ~ ~ ,-61,-0.000203,-60.99,0
176,PN M       ,PN M 3-38,PN ,17 21 04.4699050536 -29 02 59.700223716,17 17 54.1884861442 -29 00 03.405374608,356.9842857306560 +04.4428085767959,            ~ ~ ,-170,-0.000567,-169.95,0
177,PN M       ,PN M 3-39,PN ,17 21 11.49 -27 11 36.3,17 18 03.94 -27 08 40.6,358.53609 +05.47101,            ~ ~ ,-62,-0.000207,-61.99,0
178,PN M       ,PN M 3-40,PN ,17 22 28.2905114736 -27 08 42.369295200,17 19 20.7894563211 -27 05 51.859635711,358.7371896308768 +05.2629271504145,-2.270 -6.748,45,0.000150,45.00,0
179,PN M       ,PN M 3-41,PN ,17 25 59.82 -29 21 50.4,17 22 48.93 -29 19 15.3,357.32877 +03.37775,            ~ ~ ,-132,-0.000440,-131.97,0
180,PN M       ,PN M 3-42,PN ,17 26 59.85 -29 15 32.1,17 23 49.09 -29 13 01.3,357.53778 +03.25498,            ~ ~ ,~          ,~           ,~          ,0
181,PN M       ,PN M 3-43,PN ,17 50 24.34 -29 25 18.5,17 47 12.93 -29 24 29.6,000.12397 -01.14527,            ~ ~ ,~          ,~           ,~          ,0
182,PN M       ,PN M 3-44,PN ,17 51 18.9230505792 -30 23 53.176813980,17 48 05.9947589028 -30 23 08.061626526,359.3855242629007 -01.8139147140659,-1.362 -1.696,~          ,~           ,~          ,0
183,PN M       ,PN M 3-45,PN ,17 52 05.96 -30 05 14.0,17 48 53.51 -30 04 32.4,359.73947 -01.80113,            ~ ~ ,~          ,~           ,~          ,0
184,PN M       ,PN M 3-46,PN ,17 55 05.65 -31 12 16.4,17 51 51.41 -31 11 47.8,359.10110 -02.92208,            ~ ~ ,~          ,~           ,~          ,0
185,PN M       ,PN M 3-47,PN ,17 57 43.367 -30 02 29.91,17 54 30.950 -30 02 12.91,000.392497 -02.829107,            ~ ~ ,~          ,~           ,~          ,0
186,PN M       ,PN M 3-48,PN ,17 59 56.83 -31 54 28.1,17 56 41.44 -31 54 20.7,359.00603 -04.16881,            ~ ~ ,-21,-0.000070,-21.00,0
187,PN M       ,PN M 3-49,PN ,18 02 32.00 -35 13 14.0,17 59 11.04 -35 13 17.7,356.36827 -06.25804,            ~ ~ ,-54,-0.000180,-54.00,0
188,PN M       ,PN M 3-50,PN ,18 04 05.183 -34 28 37.39,18 00 45.514 -34 28 47.95,357.177955 -06.177867,            ~ ~ ,11,0.000037,11.00,0
189,PN M       ,PN M 3-51,PN ,18 04 56.20 -32 54 02.0,18 01 39.19 -32 54 16.4,358.65202 -05.57244,            ~ ~ ,46,0.000153,46.00,0
190,PN M       ,PN G018.9+04.1,PN ,18 10 26.48 -10 29 03.1,18 07 40.34 -10 29 42.7,018.90569 +04.17127,            ~ ~ ,4,0.000013,4.00,0
191,PN M       ,PN M 3-53,PN ,18 24 07.923 -11 06 42.35,18 21 21.066 -11 08 21.64,019.944723 +00.912438,            ~ ~ ,~          ,~           ,~          ,0
192,PN M       ,PN M 3-54,PN ,18 33 03.745 -13 44 19.95,18 30 13.758 -13 46 37.91,018.629851 -02.238151,            ~ ~ ,~          ,~           ,~          ,0
193,PN M       ,PN M 3-55,PN ,18 33 14.773 -10 15 19.45,18 30 28.996 -10 17 38.36,021.743146 -00.672632,            ~ ~ ,~          ,~           ,~          ,0
194,PN M       ,Min 3-60,LP?,20 04 23.6504906400 +33 39 04.363566300,20 02 27.9621320314 +33 30 30.540621662,070.6738936102620 +01.1920673646710,-4.000 -3.683,~          ,~           ,~          ,1
195,PN M       ,ESO 428-14,Sy2,07 16 31.2062162520 -29 19 28.882826364,07 14 32.9216146499 -29 14 04.528522450,241.8769456836641 -07.9651443075819,            ~ ~ ,1660,0.005554,1665.05,4
196,PN M       ,PN M 4-2,PN ,07 28 53.8248982128 -35 45 14.036049180,07 27 04.6221740069 -35 38 58.824647072,248.8607809143589 -08.5636681215760,-1.861 3.655,~          ,~           ,~          ,0
197,PN M       ,PN M 4-3,PN ,17 10 41.7794192424 -27 08 44.078638704,17 07 34.6363529171 -27 05 03.151471159,357.2275507798713 +07.4101854604314,-3.698 -5.199,144,0.000480,144.03,0
198,PN M       ,PN M 4-4,PN ,17 28 50.2977512256 -30 07 44.997790224,17 25 38.1805404246 -30 05 21.797608522,357.0340433213522 +02.4401057300082,-4.690 -7.215,~          ,~           ,~          ,0
199,PN M       ,PN M 4-5,PN ,17 34 54.72 -26 35 57.3,17 31 47.73 -26 34 01.0,000.72549 +03.24725,            ~ ~ ,~          ,~           ,~          ,0
200,PN M       ,PN M 4-6,PN ,17 35 13.99 -29 03 10.6,17 32 03.36 -29 01 15.6,358.69598 +01.86336,            ~ ~ ,~          ,~           ,~          ,0
201,PN M       ,PN M 4-7,PN ,17 51 44.663 -31 36 00.18,17 48 29.820 -31 35 16.95,358.397551 -02.505601,            ~ ~ ,~          ,~           ,~          ,0
202,PN M       ,PN M 4-8,PN ,18 12 09.6056166096 -10 42 58.355591004,18 09 23.1973436483 -10 43 44.904955346,018.9036933328442 +03.6893845781665,-3.589 -10.949,31,0.000103,31.00,0
203,PN M       ,PN M 4-9,PN ,18 14 18.41 -04 59 22.1,18 11 38.80 -05 00 18.8,024.21860 +05.93264,            ~ ~ ,-38,-0.000127,-38.00,0
204,PN M       ,PN M 4-10,PN ,18 34 13.85 -13 12 24.7,18 31 24.52 -13 14 47.7,019.23337 -02.24574,            ~ ~ ,~          ,~           ,~          ,0
205,PN M       ,PN M 4-11,PN ,18 54 17.671 -10 05 14.49,18 51 32.280 -10 09 03.86,024.252337 -05.208864,            ~ ~ ,46,0.000153,46.00,0
206,PN M       ,PN M 4-12,PN ,19 13 05.239 +15 46 39.80,19 10 49.361 +15 41 30.27,049.409932 +02.476022,            ~ ~ ,~          ,~           ,~          ,0
207,PN M       ,PN M 4-13,PN ,19 13 38.4236144616 +14 59 19.157634744,19 11 21.6043461822 +14 54 07.749467750,048.7715261010072 +01.9928451514031,-3.669 -7.711,~          ,~           ,~          ,0
208,PN M       ,PN M 4-14,PN ,19 21 00.718 +07 36 52.37,19 18 35.280 +07 31 10.40,043.088538 -03.043562,            ~ ~ ,~          ,~           ,~          ,0
209,PN M       ,Hen 2-442,PN ,19 39 43.3532853720 +26 29 33.033230592,19 37 39.7662925825 +26 22 35.060788956,061.7924433742625 +02.1106581860901,-2.909 -7.692,~          ,~           ,~          ,0
210,PN M       ,PN M 4-17,PN ,20 09 01.927 +43 43 43.54,20 07 22.174 +43 34 51.76,079.685099 +05.830817,            ~ ~ ,~          ,~           ,~          ,0
211,PN M       ,PN M 4-18,PN ,04 25 50.8356162744 +60 07 12.780446700,04 21 31.1790533332 +60 00 24.037328353,146.7948839185880 +07.6012491879696,0.717 -0.755,138.389999,0.000462,138.42,0
================================================================================,,,,,,,,,,,
